"DOMINELLO,MATTHEW C",PART-TIME EMPLOYEE,2015Q1,E000293,HON. ELIZABETH H. ESTY
"HELLER, ALEXANDRA S",DISTRICT AIDE,2015Q1,E000293,HON. ELIZABETH H. ESTY
"KAIN,ANNALEE T",SENIOR ADVISOR,2015Q1,E000293,HON. ELIZABETH H. ESTY
"LARUE,PHILIP J",SHARED EMPLOYEE,2015Q1,E000293,HON. ELIZABETH H. ESTY
"MALONEY,LAURA J",COMMUNICATIONS DIRECTOR,2015Q1,E000293,HON. ELIZABETH H. ESTY
"MOST,DANIELLE N",LEGISLATIVE ASSISTANT,2015Q1,E000293,HON. ELIZABETH H. ESTY
"MULLEY,NAKIA S",STAFF ASSISTANT,2015Q1,E000293,HON. ELIZABETH H. ESTY
"NANO,XHOLINA",STAFF ASSISTANT,2015Q1,E000293,HON. ELIZABETH H. ESTY
"PILLION,SAMANTHA C",DISTRICT AIDE,2015Q1,E000293,HON. ELIZABETH H. ESTY
"PODEWELL,STEPHANIE J",DISTRICT DIRECTOR,2015Q1,E000293,HON. ELIZABETH H. ESTY
"RIDDLE,KELLY M",STAFF ASSISTANT,2015Q1,E000293,HON. ELIZABETH H. ESTY
"SMITH,ALLISON W",LEGISLATIVE ASSISTANT,2015Q1,E000293,HON. ELIZABETH H. ESTY
"STEWART,THOMAS F",LEGISLATIVE DIRECTOR,2015Q1,E000293,HON. ELIZABETH H. ESTY
"TRESTMAN,JODY J",DIRECTOR OF CONSTITUENT SVCS,2015Q1,E000293,HON. ELIZABETH H. ESTY
"VOGT,SHERRI L",DISTRICT AIDE,2015Q1,E000293,HON. ELIZABETH H. ESTY
"BAKER,ANTHONY R",CHIEF OF STAFF,2015Q1,E000293,HON. ELIZABETH H. ESTY
"BLAND,MICHAEL T",DIRECTOR OF COMMUNITY AFFAIRS,2015Q1,E000293,HON. ELIZABETH H. ESTY
"BROWN,JESSICA N",LEGISLATIVE CORRESPONDENT,2015Q1,E000293,HON. ELIZABETH H. ESTY
"CARLO,MICHAEL",LEGISLATIVE ASSISTANT,2015Q1,E000293,HON. ELIZABETH H. ESTY
"CHANDLER,COURTNEY R",DISTRICT AIDE & PRESS ASSIST,2015Q1,E000293,HON. ELIZABETH H. ESTY
"DOMINELLO,MATTHEW C",PART-TIME EMPLOYEE,2015Q1,E000293,HON. ELIZABETH H. ESTY
"HELLER, ALEXANDRA S",DISTRICT AIDE,2015Q1,E000293,HON. ELIZABETH H. ESTY
"KAIN,ANNALEE T",SENIOR ADVISOR,2015Q1,E000293,HON. ELIZABETH H. ESTY
"MALONEY,LAURA J",COMMUNICATIONS DIRECTOR,2015Q1,E000293,HON. ELIZABETH H. ESTY
"MOST,DANIELLE N",LEGISLATIVE ASSISTANT,2015Q1,E000293,HON. ELIZABETH H. ESTY
"MULLEY,NAKIA S",STAFF ASSISTANT,2015Q1,E000293,HON. ELIZABETH H. ESTY
"PILLION,SAMANTHA C",DISTRICT AIDE,2015Q1,E000293,HON. ELIZABETH H. ESTY
"PODEWELL,STEPHANIE J",DISTRICT DIRECTOR,2015Q1,E000293,HON. ELIZABETH H. ESTY
"RIDDLE,KELLY M",STAFF ASSISTANT,2015Q1,E000293,HON. ELIZABETH H. ESTY
"SMITH,ALLISON W",LEGISLATIVE ASSISTANT,2015Q1,E000293,HON. ELIZABETH H. ESTY
"SPENCE, ADRIAN L",DISTRICT SCHEDULER,2015Q1,E000293,HON. ELIZABETH H. ESTY
"STEWART,THOMAS F",LEGISLATIVE DIRECTOR,2015Q1,E000293,HON. ELIZABETH H. ESTY
"TRESTMAN,JODY J",DIRECTOR OF CONSTITUENT SVCS,2015Q1,E000293,HON. ELIZABETH H. ESTY
"VOGT,SHERRI L",DISTRICT AIDE,2015Q1,E000293,HON. ELIZABETH H. ESTY
"AIUMU, FITIMALO",STAFF ASSISTANT,2015Q1,F000010,HON. ENI F. H. FALEOMAVAEGA
"AOELUA-FANENE,SALOTE V",LEGISLATIVE ASSISTANT,2015Q1,F000010,HON. ENI F. H. FALEOMAVAEGA
"ELLIOTT, JENNIFER L",SHARED EMPLOYEE,2015Q1,F000010,HON. ENI F. H. FALEOMAVAEGA
"GODINET, ALEXANDER I",CHIEF OF STAFF-DISTRICT,2015Q1,F000010,HON. ENI F. H. FALEOMAVAEGA
"LE'I, VILI",OFFICE MANAGER,2015Q1,F000010,HON. ENI F. H. FALEOMAVAEGA
"LEFITI,IPU",LEGISLATIVE ASSISTANT,2015Q1,F000010,HON. ENI F. H. FALEOMAVAEGA
"NIXON,TAMMY R",PART-TIME EMPLOYEE,2015Q1,F000010,HON. ENI F. H. FALEOMAVAEGA
"PIMENTEL, LEILANI M",PRESS SECRETARY,2015Q1,F000010,HON. ENI F. H. FALEOMAVAEGA
"RICHMOND, DAVID E",LEGISLATIVE DIRECTOR,2015Q1,F000010,HON. ENI F. H. FALEOMAVAEGA
"RICHMOND, DAVID E",LEGISLATIVE DIRECTOR (OTHER COMPENSATION),2015Q1,F000010,HON. ENI F. H. FALEOMAVAEGA
"SAAGA, ETI E",STAFF ASSISTANT,2015Q1,F000010,HON. ENI F. H. FALEOMAVAEGA
"SAGAPOLUTELE,TAAFILI I",COUNSEL,2015Q1,F000010,HON. ENI F. H. FALEOMAVAEGA
"TOGIOLA, JACQUELINE T",STAFF ASSISTANT,2015Q1,F000010,HON. ENI F. H. FALEOMAVAEGA
"TUITELE,TASI",STAFF ASSISTANT,2015Q1,F000010,HON. ENI F. H. FALEOMAVAEGA
"WILLIAMS, LISA M",CHIEF OF STAFF,2015Q1,F000010,HON. ENI F. H. FALEOMAVAEGA
"WILLIAMS, LISA M",CHIEF OF STAFF (OTHER COMPENSATION),2015Q1,F000010,HON. ENI F. H. FALEOMAVAEGA
"ADAMI,ASA B",LEGISLATIVE DIRECTOR,2015Q1,F000460,HON. BLAKE FARENTHOLD
"ARMSTRONG, REBEKAH W",SHARED EMPLOYEE,2015Q1,F000460,HON. BLAKE FARENTHOLD
"BUENTELLO,LUIS F",FIELD REPRESENTATIVE,2015Q1,F000460,HON. BLAKE FARENTHOLD
"CARSON,AUSTIN F",POLICY ADVISOR,2015Q1,F000460,HON. BLAKE FARENTHOLD
"ELLIOTT, JENNIFER L",SHARED EMPLOYEE,2015Q1,F000460,HON. BLAKE FARENTHOLD
"FARAIS,JULLIANNA",CASEWORKER,2015Q1,F000460,HON. BLAKE FARENTHOLD
"HAUETER,ROBERT W",DEPUTY CHIEF OF STAFF,2015Q1,F000460,HON. BLAKE FARENTHOLD
"KENNEDY,JOHN D",FIELD REPRESENTATIVE,2015Q1,F000460,HON. BLAKE FARENTHOLD
"MACDONALD,KYLE L",FIELD LIAISON,2015Q1,F000460,HON. BLAKE FARENTHOLD
"MALDONADO,JOHN A",STAFF ASSISTANT,2015Q1,F000460,HON. BLAKE FARENTHOLD
"MITCHELL,SHAWNA L",CASEWORKER,2015Q1,F000460,HON. BLAKE FARENTHOLD
"MULOPULOS,SAM J",STAFF ASSISTANT,2015Q1,F000460,HON. BLAKE FARENTHOLD
"REKOLA,MICHAEL P",COMMUNICATIONS DIRECTOR,2015Q1,F000460,HON. BLAKE FARENTHOLD
"RIEG,KEVIN J",LEGISLATIVE CORRESPONDENT,2015Q1,F000460,HON. BLAKE FARENTHOLD
"TALLMER,MATTHEW",STAFF ASSISTANT,2015Q1,F000460,HON. BLAKE FARENTHOLD
"TALLMER,MATTHEW",SENIOR POLICY ADVISOR,2015Q1,F000460,HON. BLAKE FARENTHOLD
"TALLMER,MATTHEW",SENIOR POLICY ADVISOR,2015Q1,F000460,HON. BLAKE FARENTHOLD
"TOWNS,DEBORAH L",COMMUNICATIONS DIRECTOR,2015Q1,F000460,HON. BLAKE FARENTHOLD
"WILKES,EMILY D",EXECUTIVE ASSISTANT,2015Q1,F000460,HON. BLAKE FARENTHOLD
"WILSON,JEFFREY C",LEGISLATIVE ASSISTANT,2015Q1,F000460,HON. BLAKE FARENTHOLD
"WOOTTON,CAROL",PART-TIME EMPLOYEE,2015Q1,F000460,HON. BLAKE FARENTHOLD
"ADAMI,ASA B",LEGISLATIVE DIRECTOR,2015Q1,F000460,HON. BLAKE FARENTHOLD
"BOWLES, MAUREEN G",SHARED EMPLOYEE,2015Q1,F000460,HON. BLAKE FARENTHOLD
"BUENTELLO,LUIS F",FIELD REPRESENTATIVE,2015Q1,F000460,HON. BLAKE FARENTHOLD
"CARSON,AUSTIN F",POLICY ADVISOR,2015Q1,F000460,HON. BLAKE FARENTHOLD
"FARAIS,JULLIANNA",CASEWORKER,2015Q1,F000460,HON. BLAKE FARENTHOLD
"HAUETER,ROBERT W",DEPUTY CHIEF OF STAFF,2015Q1,F000460,HON. BLAKE FARENTHOLD
"KENNEDY,JOHN D",FIELD REPRESENTATIVE,2015Q1,F000460,HON. BLAKE FARENTHOLD
"MACDONALD,KYLE L",FIELD LIAISON,2015Q1,F000460,HON. BLAKE FARENTHOLD
"MALDONADO,JOHN A",STAFF ASSISTANT,2015Q1,F000460,HON. BLAKE FARENTHOLD
"MITCHELL,SHAWNA L",CASEWORKER,2015Q1,F000460,HON. BLAKE FARENTHOLD
"REKOLA,MICHAEL P",SHARED EMPLOYEE,2015Q1,F000460,HON. BLAKE FARENTHOLD
"RIEG,KEVIN J",LEGISLATIVE CORRESPONDENT,2015Q1,F000460,HON. BLAKE FARENTHOLD
"ROSE,ASHLEY",STAFF ASSISTANT,2015Q1,F000460,HON. BLAKE FARENTHOLD
"TOWNS,DEBORAH L",COMMUNICATIONS DIRECTOR,2015Q1,F000460,HON. BLAKE FARENTHOLD
"WILKES,EMILY D",EXECUTIVE ASSISTANT,2015Q1,F000460,HON. BLAKE FARENTHOLD
"WILSON,JEFFREY C",LEGISLATIVE ASSISTANT,2015Q1,F000460,HON. BLAKE FARENTHOLD
"WOOTTON,CAROL",PART-TIME EMPLOYEE,2015Q1,F000460,HON. BLAKE FARENTHOLD
"ALLEN, AMBER",SHARED EMPLOYEE,2015Q1,F000030,HON. SAM FARR
"ARAGO, ALEC J",DISTRICT DIRECTOR,2015Q1,F000030,HON. SAM FARR
"ARNDT,SONJA",CONGRESSIONAL AIDE,2015Q1,F000030,HON. SAM FARR
"BERNSTEIN,WHITNEY N",TEMPORARY EMPLOYEE,2015Q1,F000030,HON. SAM FARR
"CASTRO,ALICIA V",STAFF ASSISTANT,2015Q1,F000030,HON. SAM FARR
"CHAVEZ, CARINA",DEPUTY DISTRICT DIRECTOR,2015Q1,F000030,HON. SAM FARR
"DESERPA, NANCY H",CONGRESSIONAL AIDE,2015Q1,F000030,HON. SAM FARR
"DORNATT, ROCHELLE S",SHARED EMPLOYEE,2015Q1,F000030,HON. SAM FARR
"FAHSELT,JENNIFER A",DISTRICT SCHEDULER,2015Q1,F000030,HON. SAM FARR
"JULIN,ROSANNA D",STAFF ASSISTANT,2015Q1,F000030,HON. SAM FARR
"KEESE,MORGAN L",JR. LEG ASSISTANT/LEG CORR,2015Q1,F000030,HON. SAM FARR
"KEESE,MORGAN L",LEGISLATIVE ASSISTANT,2015Q1,F000030,HON. SAM FARR
"MCKINNEY, INDIA R",LEGISLATIVE ASSISTANT,2015Q1,F000030,HON. SAM FARR
"MERRILL, DEBORAH J",LEGISLATIVE DIRECTOR,2015Q1,F000030,HON. SAM FARR
"MILLER, JESSICA K",LEGISLATIVE CORRESPONDENT,2015Q1,F000030,HON. SAM FARR
"MUNOZ-HERNANDEZ, BERTHA",CONGRESSIONAL AIDE,2015Q1,F000030,HON. SAM FARR
"PETERSEN,KRISTEN M",CONGRESSIONAL AIDE,2015Q1,F000030,HON. SAM FARR
"PHILLIPS, TROY S",SENIOR LEGISLATIVE ASSISTANT,2015Q1,F000030,HON. SAM FARR
"RADOSEVICH,MARTIN",SHARED EMPLOYEE,2015Q1,F000030,HON. SAM FARR
"RUSSELL,JAMES",PRESS SECRETARY,2015Q1,F000030,HON. SAM FARR
"TUCKER, TOM",DEPUTY CHIEF OF STAFF,2015Q1,F000030,HON. SAM FARR
"WHELAN,CAITLIN E",SENIOR FOREIGN AFFAIRS ADVISOR,2015Q1,F000030,HON. SAM FARR
"ALLEN, AMBER",SHARED EMPLOYEE,2015Q1,F000030,HON. SAM FARR
"ARAGO, ALEC J",DISTRICT DIRECTOR,2015Q1,F000030,HON. SAM FARR
"ARNDT,SONJA",CONGRESSIONAL AIDE,2015Q1,F000030,HON. SAM FARR
"CASTRO,ALICIA V",STAFF ASSISTANT,2015Q1,F000030,HON. SAM FARR
"CHAVEZ, CARINA",DEPUTY DISTRICT DIRECTOR,2015Q1,F000030,HON. SAM FARR
"DESERPA, NANCY H",CONGRESSIONAL AIDE,2015Q1,F000030,HON. SAM FARR
"DORNATT, ROCHELLE S",SHARED EMPLOYEE,2015Q1,F000030,HON. SAM FARR
"FAHSELT,JENNIFER A",DISTRICT SCHEDULER,2015Q1,F000030,HON. SAM FARR
"KEESE,MORGAN L",JR. LEG ASSISTANT/LEG CORR,2015Q1,F000030,HON. SAM FARR
"MCKINNEY, INDIA R",LEGISLATIVE ASSISTANT,2015Q1,F000030,HON. SAM FARR
"MERRILL, DEBORAH J",LEGISLATIVE DIRECTOR,2015Q1,F000030,HON. SAM FARR
"MILLER, JESSICA K",LEGISLATIVE CORRESPONDENT,2015Q1,F000030,HON. SAM FARR
"MUNOZ-HERNANDEZ, BERTHA",CONGRESSIONAL AIDE,2015Q1,F000030,HON. SAM FARR
"PETERSEN,KRISTEN M",CONGRESSIONAL AIDE,2015Q1,F000030,HON. SAM FARR
"PHILLIPS, TROY S",SENIOR LEGISLATIVE ASSISTANT,2015Q1,F000030,HON. SAM FARR
"RADOSEVICH,MARTIN",SHARED EMPLOYEE,2015Q1,F000030,HON. SAM FARR
"RUSSELL,JAMES",PRESS SECRETARY,2015Q1,F000030,HON. SAM FARR
"TUCKER, TOM",DEPUTY CHIEF OF STAFF,2015Q1,F000030,HON. SAM FARR
"WHELAN,CAITLIN E",SENIOR FOREIGN AFFAIRS ADVISOR,2015Q1,F000030,HON. SAM FARR
"ANDERSON LEE, MICHELLE D",DIRECTOR OF APPROPRIATIONS,2015Q1,F000043,HON. CHAKA FATTAH
"ANDERSON, DEBRA C",DEPUTY CHIEF OF STAFF/COMM DIR,2015Q1,F000043,HON. CHAKA FATTAH
"BASS,JARED",LEGISLATIVE ASSISTANT,2015Q1,F000043,HON. CHAKA FATTAH
"BOWLES, MAUREEN G",SHARED EMPLOYEE,2015Q1,F000043,HON. CHAKA FATTAH
"BOWSER, BONNIE M",DISTRICT CHIEF OF STAFF,2015Q1,F000043,HON. CHAKA FATTAH
"CHAINEY,BRENDEN R",LEGISLATIVE COUNSEL,2015Q1,F000043,HON. CHAKA FATTAH
"CLARK,RAYMEL A",SHARED EMPLOYEE,2015Q1,F000043,HON. CHAKA FATTAH
"COLLINS,RASHID A",CONSTITUENT SERVICE REP,2015Q1,F000043,HON. CHAKA FATTAH
"DOUGLAS,ELIZABETH A",SPECIAL ASSISTANT/SCHEDULER,2015Q1,F000043,HON. CHAKA FATTAH
"FREEMAN,ALLYSON J",COMMUNICATIONS DIRECTOR,2015Q1,F000043,HON. CHAKA FATTAH
"JACKSON JR,ROGER J",CHIEF OF STAFF,2015Q1,F000043,HON. CHAKA FATTAH
"MITCHELL,LAWRENCE",STAFF ASSISTANT,2015Q1,F000043,HON. CHAKA FATTAH
"REAVIS, SONTE A",PART-TIME EMPLOYEE,2015Q1,F000043,HON. CHAKA FATTAH
"RIDLEY, DOLORES H",OFFICE MANAGER,2015Q1,F000043,HON. CHAKA FATTAH
"SCOTT,GREGORY",PART-TIME EMPLOYEE,2015Q1,F000043,HON. CHAKA FATTAH
"SCOTT,GREGORY",COMMUNITY OUTREACH COORDINATOR,2015Q1,F000043,HON. CHAKA FATTAH
"SPEWAK,SYLVIE R",LEGISLATIVE AIDE,2015Q1,F000043,HON. CHAKA FATTAH
"WALKER,MICHAEL",PART-TIME EMPLOYEE,2015Q1,F000043,HON. CHAKA FATTAH
"WATSON, TIA",CONSTITUENT SERVICE REP,2015Q1,F000043,HON. CHAKA FATTAH
"ANDERSON LEE, MICHELLE D",DIRECTOR OF APPROPRIATIONS,2015Q1,F000043,HON. CHAKA FATTAH
"ANDERSON, DEBRA C",DEPUTY CHIEF OF STAFF/COMM DIR,2015Q1,F000043,HON. CHAKA FATTAH
"BASS,JARED",LEGISLATIVE ASSISTANT,2015Q1,F000043,HON. CHAKA FATTAH
"BOWLES, MAUREEN G",SHARED EMPLOYEE,2015Q1,F000043,HON. CHAKA FATTAH
"BOWSER, BONNIE M",DISTRICT CHIEF OF STAFF,2015Q1,F000043,HON. CHAKA FATTAH
"CHAINEY,BRENDEN R",LEGISLATIVE COUNSEL,2015Q1,F000043,HON. CHAKA FATTAH
"CLARK,RAYMEL A",SHARED EMPLOYEE,2015Q1,F000043,HON. CHAKA FATTAH
"COLLINS,RASHID A",CONSTITUENT SERVICE REP,2015Q1,F000043,HON. CHAKA FATTAH
"DOUGLAS,ELIZABETH A",SPECIAL ASSISTANT/SCHEDULER,2015Q1,F000043,HON. CHAKA FATTAH
"FREEMAN,ALLYSON J",COMMUNICATIONS DIRECTOR,2015Q1,F000043,HON. CHAKA FATTAH
"JACKSON JR,ROGER J",CHIEF OF STAFF,2015Q1,F000043,HON. CHAKA FATTAH
"MITCHELL,LAWRENCE",STAFF ASSISTANT,2015Q1,F000043,HON. CHAKA FATTAH
"REAVIS, SONTE A",PART-TIME EMPLOYEE,2015Q1,F000043,HON. CHAKA FATTAH
"RIDLEY, DOLORES H",OFFICE MANAGER,2015Q1,F000043,HON. CHAKA FATTAH
"SCOTT,GREGORY",PART-TIME EMPLOYEE,2015Q1,F000043,HON. CHAKA FATTAH
"SPEWAK,SYLVIE R",LEGISLATIVE AIDE,2015Q1,F000043,HON. CHAKA FATTAH
"WALKER,MICHAEL",PART-TIME EMPLOYEE,2015Q1,F000043,HON. CHAKA FATTAH
"WATSON, TIA",CONSTITUENT SERVICE REP,2015Q1,F000043,HON. CHAKA FATTAH
"ALLEN SHIRES, DEBBIE J",CASEWORKER,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"BOWLES, MAUREEN G",SHARED EMPLOYEE,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"CARLSON,KATHLEEN B",LEGISLATIVE CORRESPONDENT,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"CARTER,JESSICA L",CHIEF OF STAFF,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"CONNOLLY,CHRISTOPHER",LEGISLATIVE ASSISTANT,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"DAVIS,CHRISTOPHER N",LEGISLATIVE ASSISTANT,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"DEFILIPPIS,MICHAEL V",PART-TIME EMPLOYEE,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"FULTZ,LAUREN I",FIELD REPRESENTATIVE,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"GOLDEN, SCOTT M",DISTRICT DIRECTOR,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"HANKINS,KELLEY S",CASEWORKER,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"HART,DAVID E",PART-TIME EMPLOYEE,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"JACOB,MOLLY A",SCHEDULER,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"QUICK, BRETT",LEGISLATIVE DIRECTOR,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"RAMSEY,LOGAN P",COMMUNICATIONS DIRECTOR,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"RICHARD,KIRBY J",STAFF ASSISTANT,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"SCHRODT,COREY C",LEGISLATIVE ASSISTANT,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"WAGGONER,HEATHER",FIELD REPRESENTATIVE,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"WILLIAMS,MARY A",SCHEDULER,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"ALLEN SHIRES, DEBBIE J",CASEWORKER,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"BOWLES, MAUREEN G",SHARED EMPLOYEE,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"CARLSON,KATHLEEN B",LEGISLATIVE CORRESPONDENT,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"CARTER,JESSICA L",CHIEF OF STAFF,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"CONNOLLY,CHRISTOPHER",LEGISLATIVE ASSISTANT,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"DAVIS,CHRISTOPHER N",LEGISLATIVE ASSISTANT,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"FULTZ,LAUREN I",FIELD REPRESENTATIVE,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"GOLDEN, SCOTT M",DISTRICT DIRECTOR,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"HANKINS,KELLEY S",CASEWORKER,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"HART,DAVID E",PART-TIME EMPLOYEE,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"RICHARD,KIRBY J",STAFF ASSISTANT,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"WAGGONER,HEATHER",FIELD REPRESENTATIVE,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"WILLIAMS,MARY A",SCHEDULER,2015Q1,F000458,HON. STEPHEN LEE FINCHER
"BOLSTEIN,SAMUEL E",DEPUTY DISTRICT DIRECTOR,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"BROWN,KATHERINE M",HEALTHCARE POLICY ADVISOR,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"CLARK,AARON",PRESS SECRETARY,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"DILLON,MICHAEL",PART-TIME EMPLOYEE,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"DIMASCIA,ANNA M",LEGISLATIVE CORRESPONDENT,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"HOGAN VI,JOSEPH F",ASST DIST DIR,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"MATARANGAS,CHRISTOPHER A",LEG AIDE/FOREIGN POL ADV,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"MCCLURE,JENNIE L",PART-TIME EMPLOYEE,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"MCGINTY,KELLY A",DIR OF CONST. ADVOCACY,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"MENTA,MALLORY",CONSTITUENT ADVOCATE,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"MULHOLLAND,STACEY L",DISTRICT DIRECTOR/DEPUTY C.O.S,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"NAWALINSKI,JENNIFER L",DISTRICT OFFICE MANAGER,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"NISIVOCCIA,ANTHONY L",VET AND MILITARY ADVOCATE,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"PETRUCCI,ALEXANDRA M",SCHEDULER/OFFICE MANAGER,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"RITACCO II,PAUL A",FINANCE DIRECTOR,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"RUSK,JUSTIN M",SENIOR LEGISLATIVE ASSISTANT,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"SEILER,GINA M",CONSTITUENT ADVOCATE,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"VERRICHIA,CASEY T",STAFF ASSISTANT,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"WANDLING,PATRICIA M",COMMUNICATIONS,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"WHATLEY,KYLE",CHIEF OF STAFF,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"WIEAND JR,JEFFREY L",LEGISLATIVE COUNSEL,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"BOLSTEIN,SAMUEL E",DEPUTY DISTRICT DIRECTOR,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"BROWN,KATHERINE M",HEALTHCARE POLICY ADVISOR,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"CLARK,AARON",PRESS SECRETARY,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"DILLON,MICHAEL",PART-TIME EMPLOYEE,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"DIMASCIA,ANNA M",LEGISLATIVE CORRESPONDENT,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"HOGAN VI,JOSEPH F",ASST DIST DIR,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"KOUTSIOUROUMBAS, ATHAN",CHIEF OF STAFF,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"KOUTSIOUROUMBAS, ATHAN",CHIEF OF STAFF (OTHER COMPENSATION),2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"MATARANGAS,CHRISTOPHER A",LEG AIDE/FOREIGN POL ADV,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"MCCLURE,JENNIE L",PART-TIME EMPLOYEE,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"MCGINTY,KELLY A",DIR OF CONST. ADVOCACY,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"MENTA,MALLORY",CONSTITUENT ADVOCATE,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"MULHOLLAND,STACEY L",DISTRICT DIRECTOR/DEPUTY C.O.S,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"NAWALINSKI,JENNIFER L",DISTRICT OFFICE MANAGER,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"NISIVOCCIA,ANTHONY L",VET AND MILITARY ADVOCATE,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"PETRUCCI,ALEXANDRA M",SCHEDULER/OFFICE MANAGER,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"RITACCO II,PAUL A",FINANCE DIRECTOR,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"RUSK,JUSTIN M",SENIOR LEGISLATIVE ASSISTANT,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"SEILER,GINA M",CONSTITUENT ADVOCATE,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"WANDLING,PATRICIA M",COMMUNICATIONS,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"WHATLEY,KYLE",CHIEF OF STAFF,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"WIEAND JR,JEFFREY L",LEGISLATIVE COUNSEL,2015Q1,F000451,HON. MICHAEL G. FITZPATRICK
"AMANTE-HARSTINE,MICHELLE M",FIELD REPRESENTATIVE,2015Q1,F000459,HON. CHARLES J. CHUCK FLEISCHMANN
"BOSHEARS,CINDY S",FIELD REPRESENTATIVE,2015Q1,F000459,HON. CHARLES J. CHUCK FLEISCHMANN
"COMPTON,RACHEL M",PRESS/STAFF ASSISTANT,2015Q1,F000459,HON. CHARLES J. CHUCK FLEISCHMANN
"DOUX,JULES T",CASEWORKER,2015Q1,F000459,HON. CHARLES J. CHUCK FLEISCHMANN
"GERNERT,MAXINE O",OFC MGR-ATHENS/FIELD REPRESENT,2015Q1,F000459,HON. CHARLES J. CHUCK FLEISCHMANN
"HARDIN, HELEN",SENIOR POLICY ADVISOR,2015Q1,F000459,HON. CHARLES J. CHUCK FLEISCHMANN
"HIPPE,JAMES H",CHIEF OF STAFF,2015Q1,F000459,HON. CHARLES J. CHUCK FLEISCHMANN
